case_id,dice@0.5,precision@0.5,recall@0.5,hd95@0.5,cldice@0.5,topology_precision,topology_sensitivity,predicted_skeleton_voxels,ground_truth_skeleton_voxels,mask_path
1000,0.7718426904286573,0.6796729840208101,0.8929322517650593,2.2617373029247685,0.8825337431511426,0.8125,0.9657794676806084,928,789,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/1000/seg_mask_0.5.nii.gz
751,0.748709336318965,0.7244004453404749,0.7747063555913113,5.823223054465179,0.8675463986075528,0.8266796494644596,0.9126637554585153,1027,916,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/751/seg_mask_0.5.nii.gz
752,0.7603049413968189,0.7247670590860905,0.7995076165563932,7.17817584643875,0.8656306310790766,0.7966101694915254,0.9477459016393442,1121,976,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/752/seg_mask_0.5.nii.gz
753,0.7583210639376312,0.7019213583556747,0.8245761377355519,3.6470304140580527,0.9161756493395484,0.9124423963133641,0.9199395770392749,651,662,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/753/seg_mask_0.5.nii.gz
754,0.8443397836251323,0.8285054083922173,0.8607912042030549,0.6594653605516958,0.9397081066345223,0.9226869455006337,0.9573690621193667,789,821,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/754/seg_mask_0.5.nii.gz
755,0.7680246395072099,0.6861175629801679,0.8721384447674418,9.254137797332659,0.8493164234558094,0.7625298329355609,0.9583952451708767,838,673,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/755/seg_mask_0.5.nii.gz
756,0.7260954812822032,0.7675696519811048,0.6888735075272538,5.080459574539039,0.8185704798273286,0.915807560137457,0.74,582,750,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/756/seg_mask_0.5.nii.gz
757,0.8427983077914437,0.779871931143546,0.9167707920641209,0.946441732556738,0.931825007146036,0.8890020366598778,0.9789823008849557,982,904,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/757/seg_mask_0.5.nii.gz
758,0.8173098289015629,0.7771321924079161,0.8618683121143482,1.5198274534568883,0.9177329924240187,0.8977011494252873,0.9386792452830188,870,848,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/758/seg_mask_0.5.nii.gz
759,0.6988450187074434,0.7424085320693231,0.6601106330669945,7.971270572961073,0.8354895269912732,0.902027027027027,0.7780938833570412,592,703,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/759/seg_mask_0.5.nii.gz
760,0.7497500202686269,0.7154683309263462,0.787482259437979,5.8517658926600955,0.8311597663568568,0.7961783439490446,0.8693563880883766,1099,1041,outputs/final_baseline_comparison/plain_unet/mask_regeneration/case_outputs/760/seg_mask_0.5.nii.gz
