case_id,variant_id,stl,stl_bytes,slice_seconds,return_code,toolpath_success,gcode_generated,warning_count,warnings,stderr_tail,gcode_bytes,layer_count,empty_layer_count,estimated_print_time_text,estimated_print_time_min,filament_used_g,filament_used_mm,profile_name
917,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/917__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,3783384,9.01,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
919,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/919__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,2996684,7.11,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
928,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/928__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,2914284,6.99,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
943,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/943__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,2726484,6.67,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
964,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/964__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,3694284,8.7,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
979,s3_gap_bridge__gap_1.2mm,meshes/s3_gap_bridge__gap_1.2mm/case_outputs/979__s3_gap_bridge__gap_1.2mm/segmentation_repaired.stl,2973684,6.92,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
779,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/779__s3c_closing__r_0.6mm/segmentation_repaired.stl,3548684,8.01,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
784,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/784__s3c_closing__r_0.6mm/segmentation_repaired.stl,2640684,6.17,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
785,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/785__s3c_closing__r_0.6mm/segmentation_repaired.stl,1905884,5.2,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
787,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/787__s3c_closing__r_0.6mm/segmentation_repaired.stl,2588884,6.22,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
788,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/788__s3c_closing__r_0.6mm/segmentation_repaired.stl,3889884,8.67,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
799,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/799__s3c_closing__r_0.6mm/segmentation_repaired.stl,3664284,8.69,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
806,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/806__s3c_closing__r_0.6mm/segmentation_repaired.stl,3329884,7.32,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
838,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/838__s3c_closing__r_0.6mm/segmentation_repaired.stl,3069484,6.8,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
846,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/846__s3c_closing__r_0.6mm/segmentation_repaired.stl,2885684,6.66,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
852,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/852__s3c_closing__r_0.6mm/segmentation_repaired.stl,4005384,7.8,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
868,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/868__s3c_closing__r_0.6mm/segmentation_repaired.stl,1712984,4.4,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
871,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/871__s3c_closing__r_0.6mm/segmentation_repaired.stl,3027784,8.12,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
913,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/913__s3c_closing__r_0.6mm/segmentation_repaired.stl,3494884,7.95,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
914,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/914__s3c_closing__r_0.6mm/segmentation_repaired.stl,2217084,5.4,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
917,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/917__s3c_closing__r_0.6mm/segmentation_repaired.stl,3784884,8.15,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
919,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/919__s3c_closing__r_0.6mm/segmentation_repaired.stl,2998584,6.4,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
928,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/928__s3c_closing__r_0.6mm/segmentation_repaired.stl,2913884,6.9,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
943,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/943__s3c_closing__r_0.6mm/segmentation_repaired.stl,2728684,5.89,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
964,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/964__s3c_closing__r_0.6mm/segmentation_repaired.stl,3695784,7.94,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
979,s3c_closing__r_0.6mm,meshes/s3c_closing__r_0.6mm/case_outputs/979__s3c_closing__r_0.6mm/segmentation_repaired.stl,2974384,6.69,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
