profile_name,variant_id,n_cases,n_toolpath_success,toolpath_success_rate,layer_count_mean,layer_count_median,empty_layer_count_mean,empty_layer_count_median,warning_count_mean,warning_count_median,estimated_print_time_min_mean,estimated_print_time_min_median,filament_used_g_mean,filament_used_g_median,filament_used_mm_mean,filament_used_mm_median,gcode_bytes_mean,gcode_bytes_median,cases_with_any_warning,cases_with_empty_layers
P2_supports_brim,s0_original,250,250,1.0,515.952,504.0,0.0,0.0,0.016,0.0,348.1117333333334,344.8333333333333,57.33668000000001,56.754999999999995,19224.03512,19028.655,10138627.016,10020912.5,2,0
P2_supports_brim,s1_absolute_volume__mm3_5,250,250,1.0,512.8,499.5,0.0,0.0,0.0,0.0,341.05946666666665,341.2083333333333,56.360440000000004,55.855000000000004,18896.791960000002,18725.775,10000459.096,9953637.5,0,0
P2_supports_brim,s2_relative_volume__frac_0.01,250,250,1.0,510.668,496.5,0.0,0.0,0.0,0.0,324.77133333333336,323.4,53.851879999999994,53.635,18055.71148,17983.265,9660156.988,9501905.0,0,0
P2_supports_brim,s3_gap_bridge__gap_1.2mm,250,250,1.0,512.792,499.5,0.0,0.0,0.0,0.0,341.0588666666667,341.2083333333333,56.36132,55.855000000000004,18897.07504,18725.775,10000739.7,9953637.5,0,0
P2_supports_brim,s3c_closing__r_0.6mm,250,250,1.0,513.496,502.0,0.0,0.0,0.0,0.0,340.0471333333333,337.92499999999995,56.158840000000005,55.675,18829.05252,18665.475,9956195.384,9888081.0,0,0
