strategy,metric,n_pairs,original_mean,original_median,original_sd,corrected_mean,corrected_median,corrected_sd,mean_difference,median_difference,hodges_lehmann_difference,n_improved,n_worsened,n_unchanged,normality_p,test,statistic,p_value,effect_size_name,effect_size,ci_statistic,ci_low,ci_high,ci_level,stratum_column,stratum,family,quantile_cuts,stratification_rule,stratification_type,p_adjusted_bh,significant_fdr,fdr_family,fdr_family_size,fdr_alpha,original_pass,corrected_pass,original_rate,corrected_rate,discordant_gained,discordant_lost,odds_ratio
s2_relative_volume__frac_0.01,clDice,76,0.8408938920346568,0.8513607062659682,0.056822388873835464,0.8529350892614259,0.8590406711483629,0.05646893087050302,0.012041197226769032,0.01075747212056638,0.011458870277180594,3.0,73.0,0.0,0.05784308505315192,paired_t,11.111222882732124,1.639806099865026e-17,cohens_dz,1.2745446759206844,mean_of_differences,0.009908329044608406,0.014204198170394814,0.95,stratum_quantile,q3_most_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,4.919418299595078e-17,True,s2_relative_volume__frac_0.01|stratum_quantile|clDice,3,0.05,,,,,,,
s2_relative_volume__frac_0.01,Dice,114,0.8025058377321189,0.8053056225784532,0.039041166394424474,0.8035531373342398,0.805832767034387,0.038899888090224294,0.0010472996021208528,0.0006749148640568525,0.0009961986053217964,28.0,80.0,6.0,0.11806411682367102,paired_t,5.252169207298349,7.146531090800933e-07,cohens_dz,0.49191071595819064,mean_of_differences,0.0006664116365738624,0.0014343590640719436,0.95,stratum_quantile,q1_least_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.07197966362014e-06,True,s2_relative_volume__frac_0.01|stratum_quantile|Dice,3,0.05,,,,,,,
s2_relative_volume__frac_0.01,Dice,60,0.7828687315312227,0.798208771338633,0.046561056339133176,0.7841314772638918,0.7958094668611804,0.046789080739426406,0.0012627457326689685,0.0011759813793883467,0.0012696744050518516,12.0,48.0,0.0,0.44701368233819216,paired_t,5.007309301452912,5.30542659019413e-06,cohens_dz,0.6464408511278873,mean_of_differences,0.0007607365554390241,0.0017319609566342354,0.95,stratum_quantile,q2_middle,s2_relative_volume__frac_0.01|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,5.30542659019413e-06,True,s2_relative_volume__frac_0.01|stratum_quantile|Dice,3,0.05,,,,,,,
s2_relative_volume__frac_0.01,Dice,76,0.76948385231857,0.7740530467315896,0.04871005464995994,0.7728733740526925,0.7789374119913313,0.0487780524608732,0.0033895217341225045,0.0029863158879738227,0.0032033205331321313,5.0,71.0,0.0,0.019530446251524745,wilcoxon_signed_rank,101.0,1.769301602786256e-12,rank_biserial,0.9309637730690362,median_of_differences,0.0025158851711983843,0.003793088889798235,0.95,stratum_quantile,q3_most_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,5.307904808358768e-12,True,s2_relative_volume__frac_0.01|stratum_quantile|Dice,3,0.05,,,,,,,
s2_relative_volume__frac_0.01,HD95 (mm),114,5.687312974912621,4.326461667265145,4.52644710628629,5.602749081790154,4.242428697141818,4.353016637850343,-0.0845638931224664,0.0,-0.05629213374223818,55.0,35.0,24.0,1.4407741975972746e-18,wilcoxon_signed_rank,1795.0,0.3096352978463236,rank_biserial,-0.12332112332112333,median_of_differences,-0.11769145830061722,0.0,0.95,stratum_quantile,q1_least_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.4644529467694854,False,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s2_relative_volume__frac_0.01,HD95 (mm),60,7.839011762261356,6.198222084995086,5.564886304586196,7.950078352967612,6.720953579703032,5.471380648145467,0.11106659070625463,0.0,-0.011206751282843319,29.0,27.0,4.0,8.990633920066768e-07,wilcoxon_signed_rank,783.0,0.9026168724545751,rank_biserial,-0.018796992481203006,median_of_differences,-0.16076952184708015,0.04841941344746381,0.95,stratum_quantile,q2_middle,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.902616872454575,False,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s2_relative_volume__frac_0.01,HD95 (mm),76,10.162915959447183,7.776027840822456,8.275651855588686,9.913555405752872,7.808581877000222,8.051034824374009,-0.24936055369430865,-0.3848555408057619,-0.38939316858748174,49.0,27.0,0.0,3.30330614860655e-09,wilcoxon_signed_rank,928.0,0.005607631799226249,rank_biserial,-0.36568694463431306,median_of_differences,-0.6482178419284053,-0.21270955222525778,0.95,stratum_quantile,q3_most_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.016822895397678745,True,s2_relative_volume__frac_0.01|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s2_relative_volume__frac_0.01,Mesh integrity,114,,,,,,,,,,,,,,mcnemar_exact,0.0,0.5,paired_rate_difference,0.01754385964912286,paired_rate_difference,0.0,0.043859649122807015,0.95,stratum_quantile,q1_least_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.75,False,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,3,0.05,109.0,111.0,0.956140350877193,0.9736842105263158,2.0,0.0,inf
s2_relative_volume__frac_0.01,Mesh integrity,60,,,,,,,,,,,,,,mcnemar_exact,0.0,1.0,paired_rate_difference,0.01666666666666672,paired_rate_difference,0.0,0.05,0.95,stratum_quantile,q2_middle,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.0,False,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,3,0.05,59.0,60.0,0.9833333333333333,1.0,1.0,0.0,inf
s2_relative_volume__frac_0.01,Mesh integrity,76,,,,,,,,,,,,,,mcnemar_exact,0.0,0.0078125,paired_rate_difference,0.10526315789473684,paired_rate_difference,0.039473684210526314,0.17105263157894737,0.95,stratum_quantile,q3_most_fragmented,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.0234375,True,s2_relative_volume__frac_0.01|stratum_quantile|Mesh integrity,3,0.05,60.0,68.0,0.7894736842105263,0.8947368421052632,8.0,0.0,inf
s2_relative_volume__frac_0.01,Connected components,248,11.165322580645162,10.0,5.87047155965919,4.375,4.0,1.927979580586344,-6.790322580645161,-6.0,-6.0,244.0,0.0,4.0,5.721645581362433e-16,wilcoxon_signed_rank,0.0,7.427120465306433e-42,rank_biserial,-1.0,median_of_differences,-6.0,-5.0,0.95,stratum_anatomical,high_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Connected components,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.4854240930612866e-41,True,s2_relative_volume__frac_0.01|stratum_anatomical|Connected components,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,Connected components,2,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Connected components,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s2_relative_volume__frac_0.01|stratum_anatomical|Connected components,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,clDice,248,0.8689448372958192,0.8751417314542562,0.05295700459532313,0.8757379591638615,0.8810003229771719,0.05163936133300272,0.006793121868042459,0.00561953042430563,0.006266477270898296,40.0,202.0,6.0,7.021357495205652e-05,wilcoxon_signed_rank,3248.0,8.054614942168774e-26,rank_biserial,0.7790701629085467,median_of_differences,0.004212103743365669,0.006813790502960493,0.95,stratum_anatomical,high_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|clDice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.6109229884337549e-25,True,s2_relative_volume__frac_0.01|stratum_anatomical|clDice,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,clDice,2,0.9411903557331831,0.9411903557331831,0.01597639885421455,0.9411903557331831,0.9411903557331831,0.01597639885421455,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|clDice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s2_relative_volume__frac_0.01|stratum_anatomical|clDice,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,Dice,248,0.7872559694934089,0.7931839573982263,0.04597122198893331,0.7890816168740349,0.7946901878804691,0.04573265971500497,0.00182564738062591,0.0014677785723469783,0.0016777388409586202,45.0,199.0,4.0,4.310967932705593e-06,wilcoxon_signed_rank,4051.0,5.561430960218614e-23,rank_biserial,0.7289394446303111,median_of_differences,0.0012063491808949056,0.001839463745999137,0.95,stratum_anatomical,high_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Dice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.1122861920437228e-22,True,s2_relative_volume__frac_0.01|stratum_anatomical|Dice,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,Dice,2,0.8495408675904026,0.8495408675904026,0.002855254364282034,0.8495408675904026,0.8495408675904026,0.002855254364282034,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Dice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s2_relative_volume__frac_0.01|stratum_anatomical|Dice,2,0.05,,,,,,,
s2_relative_volume__frac_0.01,HD95 (mm),248,7.6157061549518446,5.723635435938503,6.3997201736786575,7.527288048281066,6.000677120535599,6.2194165891346085,-0.08841810667077968,-0.09323233309520118,-0.11554944673187362,133.0,89.0,26.0,7.305570874025718e-22,wilcoxon_signed_rank,10131.5,0.019118022799401578,rank_biserial,-0.1813921544863249,median_of_differences,-0.20409079022797136,0.0,0.95,stratum_anatomical,high_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|HD95 (mm),"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,0.038236045598803156,True,s2_relative_volume__frac_0.01|stratum_anatomical|HD95 (mm),2,0.05,,,,,,,
s2_relative_volume__frac_0.01,HD95 (mm),2,1.1904356828242624,1.1904356828242624,0.2138363837126545,1.1904356828242624,1.1904356828242624,0.2138363837126545,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|HD95 (mm),"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s2_relative_volume__frac_0.01|stratum_anatomical|HD95 (mm),2,0.05,,,,,,,
s2_relative_volume__frac_0.01,Mesh integrity,248,,,,,,,,,,,,,,mcnemar_exact,0.0,0.0009765625,paired_rate_difference,0.04435483870967749,paired_rate_difference,0.020161290322580645,0.07258064516129033,0.95,stratum_anatomical,high_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Mesh integrity,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,0.001953125,True,s2_relative_volume__frac_0.01|stratum_anatomical|Mesh integrity,2,0.05,226.0,237.0,0.9112903225806451,0.9556451612903226,11.0,0.0,inf
s2_relative_volume__frac_0.01,Mesh integrity,2,,,,,,,,,,,,,,mcnemar_exact,0.0,1.0,paired_rate_difference,0.0,paired_rate_difference,0.0,0.0,0.95,stratum_anatomical,low_fragmentation,s2_relative_volume__frac_0.01|stratum_anatomical|Mesh integrity,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s2_relative_volume__frac_0.01|stratum_anatomical|Mesh integrity,2,0.05,2.0,2.0,1.0,1.0,0.0,0.0,
s3_gap_bridge__gap_1.2mm,Connected components,114,6.807017543859649,7.0,1.913515936340103,5.0964912280701755,5.0,1.7797747607597474,-1.7105263157894737,-1.0,-1.5,94.0,0.0,20.0,1.55581812926493e-08,wilcoxon_signed_rank,0.0,1.3081413884227662e-17,rank_biserial,-1.0,median_of_differences,-2.0,-1.0,0.95,stratum_quantile,q1_least_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,3.9244241652682984e-17,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Connected components,60,10.9,11.0,0.8772066606129533,7.083333333333333,7.0,1.639467324268658,-3.816666666666667,-4.0,-4.0,59.0,0.0,1.0,0.012846479026941585,wilcoxon_signed_rank,0.0,1.8659746797119243e-11,rank_biserial,-1.0,median_of_differences,-4.0,-3.0,0.95,stratum_quantile,q2_middle,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.8659746797119243e-11,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Connected components,76,17.67105263157895,16.0,6.147927906527504,10.578947368421053,10.0,3.2752125952157134,-7.092105263157895,-6.0,-6.5,76.0,0.0,0.0,2.0162718686712724e-07,wilcoxon_signed_rank,0.0,3.200418802095753e-14,rank_biserial,-1.0,median_of_differences,-7.0,-5.0,0.95,stratum_quantile,q3_most_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,4.800628203143629e-14,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,clDice,114,0.890938956399567,0.8951108967475137,0.04400603647629592,0.8919438791852713,0.8982903628072945,0.044179395311582034,0.0010049227857043298,0.0006087301377574739,0.0008081800896901359,16.0,73.0,25.0,5.053829539983281e-07,wilcoxon_signed_rank,718.0,1.4778878600594487e-07,rank_biserial,0.6414481897627965,median_of_differences,0.00041360652145222554,0.0009363214348436788,0.95,stratum_quantile,q1_least_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.4778878600594487e-07,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,clDice,60,0.8650953922774158,0.8721460818589555,0.046316593871573324,0.8675243164906796,0.8729925300611086,0.04657488073067558,0.0024289242132636874,0.001656133782073077,0.0019387797334107504,8.0,51.0,1.0,9.838097211028864e-07,wilcoxon_signed_rank,138.0,1.7169918865409302e-08,rank_biserial,0.8440677966101695,median_of_differences,0.0010037958098249428,0.002343387644593853,0.95,stratum_quantile,q2_middle,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,2.5754878298113953e-08,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,clDice,76,0.8408938920346568,0.8513607062659682,0.056822388873835464,0.8445535120536538,0.8545515549874074,0.05672529674504617,0.0036596200189970784,0.0027443266804740296,0.0034017295948658988,5.0,71.0,0.0,0.002021549058025733,wilcoxon_signed_rank,104.0,1.9780538111291822e-12,rank_biserial,0.9289131920710868,median_of_differences,0.0022711044596872565,0.003630728100994407,0.95,stratum_quantile,q3_most_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,5.934161433387547e-12,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Dice,114,0.8025058377321189,0.8053056225784532,0.039041166394424474,0.8025884996902404,0.8048729023839296,0.0390454047687584,8.266195812152019e-05,2.433302404802884e-05,7.709461248206484e-05,19.0,74.0,21.0,9.841562940396698e-10,wilcoxon_signed_rank,812.0,1.4196010148111242e-07,rank_biserial,0.6284603065660032,median_of_differences,1.2896736714895773e-05,0.0001003502067554729,0.95,stratum_quantile,q1_least_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,2.1294015222166862e-07,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Dice,60,0.7828687315312227,0.798208771338633,0.046561056339133176,0.7830513425394174,0.7984399536326506,0.0465671651847521,0.0001826110081946756,0.00011224764935519049,0.00015939114466692605,11.0,48.0,1.0,0.007591933055290799,wilcoxon_signed_rank,220.0,5.183203376236625e-07,rank_biserial,0.751412429378531,median_of_differences,7.891258973080628e-05,0.0002010944203404419,0.95,stratum_quantile,q2_middle,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,5.183203376236625e-07,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Dice,76,0.76948385231857,0.7740530467315896,0.04871005464995994,0.7698266978285594,0.7743270537224427,0.04870502758698742,0.0003428455099895019,0.0002621743084520456,0.00032870714699123615,10.0,66.0,0.0,0.39914292636002385,paired_t,8.863507737616535,2.70674457560549e-13,cohens_dz,1.0167140661463503,mean_of_differences,0.0002676493519047289,0.0004199505166954568,0.95,stratum_quantile,q3_most_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,8.120233726816469e-13,True,s3_gap_bridge__gap_1.2mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,HD95 (mm),114,5.687312974912621,4.326461667265145,4.52644710628629,5.702845153687776,4.368066107139657,4.391956399379399,0.015532178775153064,0.0,0.0,31.0,23.0,60.0,3.0565039862611384e-21,wilcoxon_signed_rank,718.0,0.8329260215044111,rank_biserial,0.032996632996632996,median_of_differences,0.0,0.0,0.95,stratum_quantile,q1_least_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.8329260215044111,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,HD95 (mm),60,7.839011762261356,6.198222084995086,5.564886304586196,7.958343497793875,6.319081628803204,5.555898093375771,0.11933173553251761,0.0,0.002938605954740936,26.0,23.0,11.0,8.937404447843396e-11,wilcoxon_signed_rank,541.0,0.47694075091631205,rank_biserial,0.11673469387755102,median_of_differences,-0.02767599998469361,0.002938605954740936,0.95,stratum_quantile,q2_middle,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.715411126374468,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,HD95 (mm),76,10.162915959447183,7.776027840822456,8.275651855588686,10.216955124671586,7.7048734633964235,8.202452918532229,0.05403916522440303,-0.0321734760273813,-0.019955899309836322,42.0,27.0,7.0,2.1519598873003893e-10,wilcoxon_signed_rank,1088.0,0.4749278926011894,rank_biserial,-0.0989648033126294,median_of_differences,-0.055869437527572785,0.0,0.95,stratum_quantile,q3_most_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.715411126374468,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Mesh integrity,114,,,,,,,,,,,,,,mcnemar_exact,0.0,0.5,paired_rate_difference,0.01754385964912286,paired_rate_difference,0.0,0.043859649122807015,0.95,stratum_quantile,q1_least_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.75,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,3,0.05,109.0,111.0,0.956140350877193,0.9736842105263158,2.0,0.0,inf
s3_gap_bridge__gap_1.2mm,Mesh integrity,60,,,,,,,,,,,,,,mcnemar_exact,0.0,1.0,paired_rate_difference,0.0,paired_rate_difference,0.0,0.0,0.95,stratum_quantile,q2_middle,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,3,0.05,59.0,59.0,0.9833333333333333,0.9833333333333333,0.0,0.0,
s3_gap_bridge__gap_1.2mm,Mesh integrity,76,,,,,,,,,,,,,,mcnemar_exact,0.0,0.25,paired_rate_difference,0.03947368421052633,paired_rate_difference,0.0,0.09210526315789473,0.95,stratum_quantile,q3_most_fragmented,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.75,False,s3_gap_bridge__gap_1.2mm|stratum_quantile|Mesh integrity,3,0.05,60.0,63.0,0.7894736842105263,0.8289473684210527,3.0,0.0,inf
s3_gap_bridge__gap_1.2mm,Connected components,248,11.165322580645162,10.0,5.87047155965919,7.282258064516129,7.0,3.2682015603701613,-3.8830645161290325,-3.0,-3.5,229.0,0.0,19.0,9.659451827013277e-16,wilcoxon_signed_rank,0.0,1.6271103410305043e-39,rank_biserial,-1.0,median_of_differences,-4.0,-3.0,0.95,stratum_anatomical,high_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Connected components,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,3.2542206820610085e-39,True,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Connected components,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Connected components,2,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Connected components,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Connected components,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,clDice,248,0.8689448372958192,0.8751417314542562,0.05295700459532313,0.871115917020859,0.8773862116267024,0.05260984799997857,0.0021710797250398903,0.001384879471376499,0.0017413317738755874,29.0,195.0,24.0,9.052375511052865e-12,wilcoxon_signed_rank,2417.0,9.933736350703433e-26,rank_biserial,0.8081746031746032,median_of_differences,0.0009997080401915603,0.0018071072081334294,0.95,stratum_anatomical,high_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|clDice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.9867472701406865e-25,True,s3_gap_bridge__gap_1.2mm|stratum_anatomical|clDice,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,clDice,2,0.9411903557331831,0.9411903557331831,0.01597639885421455,0.9411903557331831,0.9411903557331831,0.01597639885421455,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|clDice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|clDice,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Dice,248,0.7872559694934089,0.7931839573982263,0.04597122198893331,0.7874432129711376,0.7933928505942449,0.04594049271675237,0.00018724347772877412,0.00011873868307821223,0.00016057088875703895,40.0,188.0,20.0,3.031466823959682e-09,wilcoxon_signed_rank,3297.0,1.3137363426142709e-22,rank_biserial,0.7474143874971271,median_of_differences,9.569404561093897e-05,0.00017579091984054607,0.95,stratum_anatomical,high_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Dice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,2.6274726852285417e-22,True,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Dice,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,Dice,2,0.8495408675904026,0.8495408675904026,0.002855254364282034,0.8495408675904026,0.8495408675904026,0.002855254364282034,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Dice,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Dice,2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,HD95 (mm),248,7.6157061549518446,5.723635435938503,6.3997201736786575,7.66827691732835,5.878456629022168,6.331607992241715,0.05257076237650458,0.0,0.0,99.0,73.0,76.0,1.1171718957041943e-28,wilcoxon_signed_rank,7381.5,0.9299419647601528,rank_biserial,0.007729533539454228,median_of_differences,0.0,0.0,0.95,stratum_anatomical,high_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|HD95 (mm),"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|HD95 (mm),2,0.05,,,,,,,
s3_gap_bridge__gap_1.2mm,HD95 (mm),2,1.1904356828242624,1.1904356828242624,0.2138363837126545,1.1904356828242624,1.1904356828242624,0.2138363837126545,0.0,0.0,0.0,0.0,0.0,2.0,,no_variation,,1.0,rank_biserial,0.0,median_of_differences,0.0,0.0,,stratum_anatomical,low_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|HD95 (mm),"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|HD95 (mm),2,0.05,,,,,,,
