metric,attention_mean,attention_median,plain_mean,plain_median,absolute_difference_attention_minus_plain,lower_is_better
Dice@0.5,0.7877591529247825,0.7934313824649584,0.7722541005354988,0.7819014839029923,0.01550505238928368,False
clDice@0.5,0.8695228014433181,0.8753005638417277,0.8589966857266199,0.867736342587631,0.010526115716698148,False
Precision@0.5,0.7636484928237673,0.7733671253202026,0.7342920316369734,0.7428820879689207,0.029356461186793914,False
Recall@0.5,0.8205037941159853,0.8304842921366009,0.8231589274960076,0.8332377120221555,-0.002655133380022323,False
HD95@0.5 (mm),5.012025084136777,3.6944599721509177,6.158582270004056,4.28847809538459,-1.1465571858672785,True
