metric,n,mean,std,median,ci95_low,ci95_high,min,max
Dice@0.5,250,0.7877591529247825,0.04612476009090532,0.7934313824649584,0.7820414684268715,0.7934768374226935,0.6174496644295302,0.8696115080679506
clDice@0.5,250,0.8695228014433181,0.05314632054460739,0.8753005638417277,0.8629347152939264,0.8761108875927097,0.5764219158347723,0.974418475344614
Precision@0.5,250,0.7636484928237673,0.06654243475999586,0.7733671253202026,0.7553998071518933,0.7718971784956414,0.5380422439245969,0.9371361132966168
Recall@0.5,250,0.8205037941159853,0.06864241743410834,0.8304842921366009,0.8119947918948655,0.8290127963371051,0.618976833976834,0.9505005561735261
HD95@0.5 (mm),250,5.012025084136777,4.391912894739108,3.6944599721509177,4.467597921265171,5.556452247008383,0.5,37.20068043732534
